Actual;Prediction;SHAP Supporting Fidelity;SHAP Contrary Fidelity;LIME Supporting Fidelity;LIME Contrary Fidelity
90;82.94431;1.;0.;1.;0.
15;38.822105;1.;0.;1.;0.
90;44.281086;1.;0.;1.;0.
158;130.96353;1.;0.;1.;0.
5;29.027378;1.;0.;1.;0.
7;8.609848;1.;0.;1.;0.
114;145.11678;1.;0.;1.;0.
314;352.3966;1.;0.;1.;0.
113;134.68506;1.;0.;1.;0.
230;89.02691;1.;0.;1.;0.
207;229.87679;1.;0.;1.;0.
118;199.18031;1.;0.;1.;0.
230;242.01605;1.;0.;1.;0.
596;496.79596;1.;0.;1.;0.
321;269.97552;1.;0.;1.;0.
285;286.07397;1.;0.;1.;0.
17;6.513137;1.;0.;1.;0.
6;-20.915255;1.;0.;1.;0.
282;303.71103;1.;0.;1.;0.
177;186.91034;1.;0.;1.;0.
424;367.9707;1.;0.;1.;0.
144;202.86258;1.;0.;1.;0.
312;318.80725;1.;0.;1.;0.
32;80.71356;1.;0.;1.;0.
209;209.42953;1.;0.;1.;0.
7;34.65136;1.;0.;1.;0.
83;124.76769;1.;0.;1.;0.
90;92.18062;1.;0.;1.;0.
14;50.45062;1.;0.;1.;0.
444;391.96088;1.;0.;1.;0.
5;8.850931;1.;0.;1.;0.
60;62.064037;1.;0.;1.;0.
5;-6.880019;1.;0.;1.;0.
54;34.037792;1.;0.;1.;0.
472;465.48038;1.;0.;1.;0.
272;322.79816;1.;0.;1.;0.
108;122.84971;1.;0.;1.;0.
74;65.85626;1.;0.;1.;0.
456;417.2097;1.;0.;1.;0.
136;85.624176;1.;0.;1.;0.
26;-8.207814;1.;0.;1.;0.
143;246.79965;1.;0.;1.;0.
163;143.06189;1.;0.;1.;0.
388;359.06912;1.;0.;1.;0.
14;-19.82763;1.;0.;1.;0.
184;210.24182;1.;0.;1.;0.
180;139.51485;1.;0.;1.;0.
7;19.15389;1.;0.;1.;0.
9;20.957699;1.;0.;1.;0.
193;120.18952;1.;0.;1.;0.
374;405.6273;1.;0.;1.;0.
247;235.60107;1.;0.;1.;0.
209;236.39117;1.;0.;1.;0.
160;218.91373;1.;0.;1.;0.
328;264.12692;1.;0.;1.;0.
290;312.16638;1.;0.;1.;0.
359;454.1781;1.;0.;1.;0.
211;156.1756;1.;0.;1.;0.
104;160.25246;1.;0.;1.;0.
3;-0.63283443;1.;0.;1.;0.
5;-17.657633;1.;0.;1.;0.
17;20.080126;1.;0.;1.;0.
37;11.656808;1.;0.;1.;0.
31;8.710812;1.;0.;1.;0.
217;261.33984;1.;0.;1.;0.
408;479.85928;1.;0.;1.;0.
572;624.8396;1.;0.;1.;0.
494;548.5473;1.;0.;1.;0.
24;-3.4844012;1.;0.;1.;0.
639;642.0452;1.;0.;1.;0.
810;798.50684;1.;0.;1.;0.
90;75.7833;1.;0.;1.;0.
279;243.4612;1.;0.;1.;0.
32;58.651367;1.;0.;1.;0.
299;271.29395;1.;0.;1.;0.
143;327.54605;1.;0.;1.;0.
358;289.10056;1.;0.;1.;0.
119;46.152027;1.;0.;1.;0.
72;67.832085;1.;0.;1.;0.
215;296.3146;1.;0.;1.;0.
173;199.54893;1.;0.;1.;0.
5;16.394812;1.;0.;1.;0.
181;156.74516;1.;0.;1.;0.
65;66.835655;1.;0.;1.;0.
91;114.71319;1.;0.;1.;0.
111;100.49332;1.;0.;1.;0.
522;413.0078;1.;0.;1.;0.
226;121.718994;1.;0.;1.;0.
347;344.0212;1.;0.;1.;0.
5;25.510508;1.;0.;1.;0.
8;31.007618;1.;0.;1.;0.
57;61.027325;1.;0.;1.;0.
289;322.45016;1.;0.;1.;0.
170;218.08292;1.;0.;1.;0.
85;111.46095;1.;0.;1.;0.
451;418.84637;1.;0.;1.;0.
303;310.40915;1.;0.;1.;0.
6;2.974751;1.;0.;1.;0.
81;100.99866;1.;0.;1.;0.
95;89.62944;1.;0.;1.;0.
508;694.9381;1.;0.;1.;0.
30;-2.3797529;1.;0.;1.;0.
311;348.421;1.;0.;1.;0.
435;433.23618;1.;0.;1.;0.
346;405.37927;1.;0.;1.;0.
112;98.8297;1.;0.;1.;0.
638;519.3788;1.;0.;1.;0.
326;296.0614;1.;0.;1.;0.
101;42.317238;1.;0.;1.;0.
43;15.649887;1.;0.;1.;0.
73;22.137365;1.;0.;1.;0.
182;201.89758;1.;0.;1.;0.
254;339.52747;1.;0.;1.;0.
170;90.99872;1.;0.;1.;0.
17;40.580597;1.;0.;1.;0.
179;99.669785;1.;0.;1.;0.
303;317.19156;1.;0.;1.;0.
159;197.09157;1.;0.;1.;0.
129;136.29378;1.;0.;1.;0.
39;0.80137205;1.;0.;1.;0.
81;105.46828;1.;0.;1.;0.
41;-25.694633;1.;0.;1.;0.
394;395.09158;1.;0.;1.;0.
159;116.36073;1.;0.;1.;0.
32;40.84504;1.;0.;1.;0.
224;233.47652;1.;0.;1.;0.
354;349.58362;1.;0.;1.;0.
27;52.41039;1.;0.;1.;0.
135;134.79855;1.;0.;1.;0.
219;168.82977;1.;0.;1.;0.
77;104.043465;1.;0.;1.;0.
7;-3.4166088;1.;0.;1.;0.
32;13.503287;1.;0.;1.;0.
145;236.88713;1.;0.;1.;0.
713;771.0818;1.;0.;1.;0.
418;407.96826;1.;0.;1.;0.
35;3.3302345;1.;0.;1.;0.
406;364.37766;1.;0.;1.;0.
2;10.834642;1.;0.;1.;0.
14;66.325005;1.;0.;1.;0.
13;29.2417;1.;0.;1.;0.
161;235.9276;1.;0.;1.;0.
126;92.14234;1.;0.;1.;0.
214;196.25624;1.;0.;1.;0.
59;115.69136;1.;0.;1.;0.
600;640.07056;1.;0.;1.;0.
198;269.61417;1.;0.;1.;0.
28;49.78921;1.;0.;1.;0.
259;225.1507;1.;0.;1.;0.
567;507.50928;1.;0.;1.;0.
24;11.53863;1.;0.;1.;0.
212;298.8758;1.;0.;1.;0.
598;631.5845;1.;0.;1.;0.
174;159.8538;1.;0.;1.;0.
34;24.399593;1.;0.;1.;0.
171;95.245895;1.;0.;1.;0.
174;206.04605;1.;0.;1.;0.
2;22.756956;1.;0.;1.;0.
238;227.79073;1.;0.;1.;0.
120;40.864902;1.;0.;1.;0.
129;110.24409;1.;0.;1.;0.
28;32.354168;1.;0.;1.;0.
402;436.46472;1.;0.;1.;0.
228;222.31294;1.;0.;1.;0.
234;133.7747;1.;0.;1.;0.
346;259.8663;1.;0.;1.;0.
19;70.30011;1.;0.;1.;0.
123;107.667534;1.;0.;1.;0.
15;9.18645;1.;0.;1.;0.
66;16.438705;1.;0.;1.;0.
283;287.04712;1.;0.;1.;0.
17;5.5352387;1.;0.;1.;0.
315;254.81798;1.;0.;1.;0.
131;135.293;1.;0.;1.;0.
7;-41.70525;1.;0.;1.;0.
374;418.68594;1.;0.;1.;0.
6;19.26252;1.;0.;1.;0.
622;454.3523;1.;0.;1.;0.
86;95.7492;1.;0.;1.;0.
322;254.42853;1.;0.;1.;0.
306;321.71225;1.;0.;1.;0.
5;26.780367;1.;0.;1.;0.
87;18.453218;1.;0.;1.;0.
341;353.14346;1.;0.;1.;0.
17;35.676037;1.;0.;1.;0.
57;89.35204;1.;0.;1.;0.
785;755.0802;1.;0.;1.;0.
645;622.90967;1.;0.;1.;0.
244;250.95473;1.;0.;1.;0.
60;77.7132;1.;0.;1.;0.
1;-3.0722675;1.;0.;1.;0.
9;-49.00325;1.;0.;1.;0.
7;-3.8876371;1.;0.;1.;0.
334;275.1808;1.;0.;1.;0.
27;42.562347;1.;0.;1.;0.
433;438.8108;1.;0.;1.;0.
148;102.70764;1.;0.;1.;0.
126;145.32634;1.;0.;1.;0.
399;490.3172;1.;0.;1.;0.
499;436.78638;1.;0.;1.;0.
4;12.195291;1.;0.;1.;0.
244;206.25285;1.;0.;1.;0.
120;61.70579;1.;0.;1.;0.
45;51.363434;1.;0.;1.;0.
34;32.372902;1.;0.;1.;0.
596;594.62067;1.;0.;1.;0.
530;499.4895;1.;0.;1.;0.
10;8.780039;1.;0.;1.;0.
4;-0.683756;1.;0.;1.;0.
27;30.518896;1.;0.;1.;0.
236;328.2729;1.;0.;1.;0.
126;134.5018;1.;0.;1.;0.
900;872.19586;1.;0.;1.;0.
324;289.65704;1.;0.;1.;0.
213;50.406498;1.;0.;1.;0.
54;-37.763725;1.;0.;1.;0.
250;234.5245;1.;0.;1.;0.
77;43.13687;1.;0.;1.;0.
56;78.44082;1.;0.;1.;0.
72;86.02138;1.;0.;1.;0.
142;116.87952;1.;0.;1.;0.
214;255.17184;1.;0.;1.;0.
21;-17.59885;1.;0.;1.;0.
94;49.220116;1.;0.;1.;0.
453;441.06113;1.;0.;1.;0.
13;39.569206;1.;0.;1.;0.
497;470.84003;1.;0.;1.;0.
180;209.68303;1.;0.;1.;0.
28;128.7553;1.;0.;1.;0.
190;129.97267;1.;0.;1.;0.
142;137.37767;1.;0.;1.;0.
28;126.2228;1.;0.;1.;0.
416;492.69522;1.;0.;1.;0.
29;-31.07493;1.;0.;1.;0.
8;-0.23104525;1.;0.;1.;0.
204;224.03596;1.;0.;1.;0.
240;287.42728;1.;0.;1.;0.
444;319.5207;1.;0.;1.;0.
222;263.33643;1.;0.;1.;0.
228;274.623;1.;0.;1.;0.
289;229.97571;1.;0.;1.;0.
508;529.7825;1.;0.;1.;0.
136;61.973434;1.;0.;1.;0.
92;31.367462;1.;0.;1.;0.
269;228.32877;1.;0.;1.;0.
330;304.12573;1.;0.;1.;0.
5;13.860259;1.;0.;1.;0.
21;-7.1765323;1.;0.;1.;0.
273;468.49142;1.;0.;1.;0.
150;104.3856;1.;0.;1.;0.
220;219.39479;1.;0.;1.;0.
507;345.93347;1.;0.;1.;0.
259;242.6196;1.;0.;1.;0.
450;388.95853;1.;0.;1.;0.
102;119.205055;1.;0.;1.;0.
338;321.50302;1.;0.;1.;0.
276;402.7303;1.;0.;1.;0.
1;15.43419;1.;0.;1.;0.
11;30.810543;1.;0.;1.;0.
32;72.097275;1.;0.;1.;0.
148;114.889755;1.;0.;1.;0.
2;-14.553444;1.;0.;1.;0.
22;7.255109;1.;0.;1.;0.
454;476.7641;1.;0.;1.;0.
362;477.73203;1.;0.;1.;0.
253;212.2045;1.;0.;1.;0.
22;30.717112;1.;0.;1.;0.
279;204.8926;1.;0.;1.;0.
7;24.318794;1.;0.;1.;0.
4;-10.585209;1.;0.;1.;0.
303;298.5902;1.;0.;1.;0.
444;517.2493;1.;0.;1.;0.
152;131.14664;1.;0.;1.;0.
216;241.52705;1.;0.;1.;0.
346;302.80377;1.;0.;1.;0.
669;743.1727;1.;0.;1.;0.
651;682.78796;1.;0.;1.;0.
157;131.32732;1.;0.;1.;0.
4;-25.52013;1.;0.;1.;0.
398;403.17874;1.;0.;1.;0.
292;318.46063;1.;0.;1.;0.
623;619.3895;1.;0.;1.;0.
457;392.6615;1.;0.;1.;0.
50;37.444366;1.;0.;1.;0.
180;175.96753;1.;0.;1.;0.
154;156.37512;1.;0.;1.;0.
2;41.07469;1.;0.;1.;0.
119;131.64369;1.;0.;1.;0.
16;14.775712;1.;0.;1.;0.
178;198.33963;1.;0.;1.;0.
45;47.72658;1.;0.;1.;0.
68;87.02058;1.;0.;1.;0.
25;4.403752;1.;0.;1.;0.
171;144.61237;1.;0.;1.;0.
98;73.015045;1.;0.;1.;0.
373;389.59372;1.;0.;1.;0.
89;13.262891;1.;0.;1.;0.
176;187.60754;1.;0.;1.;0.
6;12.679224;1.;0.;1.;0.
317;303.38007;1.;0.;1.;0.
27;31.85273;1.;0.;1.;0.
106;117.415634;1.;0.;1.;0.
358;351.03622;1.;0.;1.;0.
26;-12.508038;1.;0.;1.;0.
366;339.7386;1.;0.;1.;0.
140;298.54214;1.;0.;1.;0.
280;276.06827;1.;0.;1.;0.
254;305.84384;1.;0.;1.;0.
74;23.48454;1.;0.;1.;0.
173;407.02954;1.;0.;1.;0.
35;28.680443;1.;0.;1.;0.
285;334.81326;1.;0.;1.;0.
50;35.96462;1.;0.;1.;0.
47;69.708275;1.;0.;1.;0.
58;64.346756;1.;0.;1.;0.
322;235.42986;1.;0.;1.;0.
75;50.742138;1.;0.;1.;0.
123;93.97372;1.;0.;1.;0.
53;55.519608;1.;0.;1.;0.
175;123.675545;1.;0.;1.;0.
221;241.89096;1.;0.;1.;0.
82;153.42236;1.;0.;1.;0.
396;404.1244;1.;0.;1.;0.
118;95.92235;1.;0.;1.;0.
621;447.09546;1.;0.;1.;0.
270;251.42586;1.;0.;1.;0.
221;253.77898;1.;0.;1.;0.
125;136.77931;1.;0.;1.;0.
691;692.32306;1.;0.;1.;0.
18;14.016799;1.;0.;1.;0.
462;413.8168;1.;0.;1.;0.
71;69.009476;1.;0.;1.;0.
1;-11.532288;1.;0.;1.;0.
92;50.45563;1.;0.;1.;0.
820;833.196;1.;0.;1.;0.
102;113.07441;1.;0.;1.;0.
734;706.67303;1.;0.;1.;0.
193;307.0213;1.;0.;1.;0.
167;138.93643;1.;0.;1.;0.
28;-21.895638;1.;0.;1.;0.
8;20.916906;1.;0.;1.;0.
81;51.490818;1.;0.;1.;0.
60;122.92821;1.;0.;1.;0.
297;361.4335;1.;0.;1.;0.
375;364.26886;1.;0.;1.;0.
99;64.07164;1.;0.;1.;0.
161;109.67006;1.;0.;1.;0.
81;52.132683;1.;0.;1.;0.
556;670.6861;1.;0.;1.;0.
196;260.1782;1.;0.;1.;0.
138;95.80635;1.;0.;1.;0.
359;424.2897;1.;0.;1.;0.
300;296.88544;1.;0.;1.;0.
570;593.27563;1.;0.;1.;0.
26;29.986189;1.;0.;1.;0.
84;104.85723;1.;0.;1.;0.
35;15.4876175;1.;0.;1.;0.
468;388.54373;1.;0.;1.;0.
225;313.63504;1.;0.;1.;0.
7;3.7773223;1.;0.;1.;0.
110;111.09928;1.;0.;1.;0.
169;167.90623;1.;0.;1.;0.
183;150.816;1.;0.;1.;0.
98;99.08735;1.;0.;1.;0.
18;70.45379;1.;0.;1.;0.
95;109.031624;1.;0.;1.;0.
601;755.66864;1.;0.;1.;0.
452;444.8548;1.;0.;1.;0.
121;141.721;1.;0.;1.;0.
41;61.882053;1.;0.;1.;0.
238;212.90729;1.;0.;1.;0.
47;120.31527;1.;0.;1.;0.
169;214.14952;1.;0.;1.;0.
176;183.56879;1.;0.;1.;0.
181;231.3033;1.;0.;1.;0.
386;353.53537;1.;0.;1.;0.
229;178.09543;1.;0.;1.;0.
212;247.7789;1.;0.;1.;0.
5;44.371323;1.;0.;1.;0.
244;218.28998;1.;0.;1.;0.
101;95.96151;1.;0.;1.;0.
17;22.549091;1.;0.;1.;0.
29;-12.671351;1.;0.;1.;0.
118;179.7845;1.;0.;1.;0.
533;575.0567;1.;0.;1.;0.
591;574.37555;1.;0.;1.;0.
163;212.0551;1.;0.;1.;0.
51;10.982895;1.;0.;1.;0.
2;-96.56543;1.;0.;1.;0.
61;17.365627;1.;0.;1.;0.
296;134.37906;1.;0.;1.;0.
108;78.73619;1.;0.;1.;0.
313;281.98688;1.;0.;1.;0.
474;562.5374;1.;0.;1.;0.
1;-3.3831203;1.;0.;1.;0.
8;11.918471;1.;0.;1.;0.
29;11.077464;1.;0.;1.;0.
191;217.96077;1.;0.;1.;0.
70;60.512688;1.;0.;1.;0.
268;230.81999;1.;0.;1.;0.
23;-8.227181;1.;0.;1.;0.
247;199.41833;1.;0.;1.;0.
196;232.08214;1.;0.;1.;0.
120;153.43648;1.;0.;1.;0.
183;177.65816;1.;0.;1.;0.
1;39.108562;1.;0.;1.;0.
10;6.5308504;1.;0.;1.;0.
254;258.55725;1.;0.;1.;0.
358;475.89017;1.;0.;1.;0.
1;8.615861;1.;0.;1.;0.
16;-4.4701896;1.;0.;1.;0.
46;109.17302;1.;0.;1.;0.
4;5.7213707;1.;0.;1.;0.
532;541.5393;1.;0.;1.;0.
352;245.46107;1.;0.;1.;0.
31;-8.164089;1.;0.;1.;0.
58;64.70912;1.;0.;1.;0.
59;71.46617;1.;0.;1.;0.
158;121.24291;1.;0.;1.;0.
264;231.18367;1.;0.;1.;0.
564;448.4795;1.;0.;1.;0.
19;48.730186;1.;0.;1.;0.
10;26.017685;1.;0.;1.;0.
8;11.110277;1.;0.;1.;0.
10;-11.692727;1.;0.;1.;0.
48;49.32154;1.;0.;1.;0.
10;52.047092;1.;0.;1.;0.
127;154.50897;1.;0.;1.;0.
285;292.67438;1.;0.;1.;0.
5;19.061348;1.;0.;1.;0.
18;28.811531;1.;0.;1.;0.
124;108.41549;1.;0.;1.;0.
2;-42.32436;1.;0.;1.;0.
54;23.576546;1.;0.;1.;0.
9;25.935602;1.;0.;1.;0.
31;34.503517;1.;0.;1.;0.
18;30.430422;1.;0.;1.;0.
2;20.348078;1.;0.;1.;0.
221;222.36803;1.;0.;1.;0.
10;5.9871597;1.;0.;1.;0.
90;100.878654;1.;0.;1.;0.
3;-25.032875;1.;0.;1.;0.
254;288.40268;1.;0.;1.;0.
85;103.33748;1.;0.;1.;0.
152;170.8938;1.;0.;1.;0.
209;202.25694;1.;0.;1.;0.
66;119.12466;1.;0.;1.;0.
45;53.934826;1.;0.;1.;0.
5;47.80475;1.;0.;1.;0.
4;20.954107;1.;0.;1.;0.
514;481.6402;1.;0.;1.;0.
12;90.784134;1.;0.;1.;0.
270;287.65726;1.;0.;1.;0.
505;543.53796;1.;0.;1.;0.
476;405.54907;1.;0.;1.;0.
26;20.027472;1.;0.;1.;0.
120;175.90416;1.;0.;1.;0.
55;81.96306;1.;0.;1.;0.
662;621.8125;1.;0.;1.;0.
308;312.5943;1.;0.;1.;0.
293;216.10474;1.;0.;1.;0.
189;256.25604;1.;0.;1.;0.
5;-3.0504155;1.;0.;1.;0.
166;172.40088;1.;0.;1.;0.
205;128.15887;1.;0.;1.;0.
156;375.62823;1.;0.;1.;0.
270;299.84384;1.;0.;1.;0.
278;304.2739;1.;0.;1.;0.
164;178.85674;1.;0.;1.;0.
209;244.1333;1.;0.;1.;0.
388;363.47845;1.;0.;1.;0.
283;316.87857;1.;0.;1.;0.
192;189.7012;1.;0.;1.;0.
341;318.49072;1.;0.;1.;0.
358;265.7117;1.;0.;1.;0.
391;351.0789;1.;0.;1.;0.
259;235.07988;1.;0.;1.;0.
10;13.951794;1.;0.;1.;0.
149;242.69333;1.;0.;1.;0.
65;82.71224;1.;0.;1.;0.
200;221.38434;1.;0.;1.;0.
256;273.6241;1.;0.;1.;0.
135;166.73132;1.;0.;1.;0.
21;45.377274;1.;0.;1.;0.
321;346.8389;1.;0.;1.;0.
79;97.816734;1.;0.;1.;0.
59;37.68686;1.;0.;1.;0.
105;74.1925;1.;0.;1.;0.
122;120.85575;1.;0.;1.;0.
233;612.448;1.;0.;1.;0.
20;7.2344904;1.;0.;1.;0.
11;-0.8258245;1.;0.;1.;0.
349;346.11444;1.;0.;1.;0.
313;202.81285;1.;0.;1.;0.
6;34.61277;1.;0.;1.;0.
50;41.8915;1.;0.;1.;0.
146;232.75177;1.;0.;1.;0.
78;84.057;1.;0.;1.;0.
40;25.523567;1.;0.;1.;0.
182;192.12392;1.;0.;1.;0.
19;54.77478;1.;0.;1.;0.
295;253.32153;1.;0.;1.;0.
377;355.963;1.;0.;1.;0.
97;52.609837;1.;0.;1.;0.
43;60.953903;1.;0.;1.;0.
166;161.79053;1.;0.;1.;0.
318;290.3361;1.;0.;1.;0.
93;65.326096;1.;0.;1.;0.
148;165.93033;1.;0.;1.;0.
11;4.7099857;1.;0.;1.;0.
147;165.11871;1.;0.;1.;0.
27;-0.23017097;1.;0.;1.;0.
427;409.72626;1.;0.;1.;0.
445;433.96094;1.;0.;1.;0.
60;59.259514;1.;0.;1.;0.
255;377.9029;1.;0.;1.;0.
83;172.46777;1.;0.;1.;0.
344;375.68872;1.;0.;1.;0.
68;50.030037;1.;0.;1.;0.
461;423.28485;1.;0.;1.;0.
148;174.7649;1.;0.;1.;0.
257;286.8709;1.;0.;1.;0.
38;3.7996619;1.;0.;1.;0.
12;25.398787;1.;0.;1.;0.
10;7.0147247;1.;0.;1.;0.
5;-32.51404;1.;0.;1.;0.
141;41.064198;1.;0.;1.;0.
312;541.0904;1.;0.;1.;0.
54;69.11603;1.;0.;1.;0.
863;851.408;1.;0.;1.;0.
181;190.64143;1.;0.;1.;0.
10;3.394963;1.;0.;1.;0.
11;-33.939102;1.;0.;1.;0.
432;290.21155;1.;0.;1.;0.
65;41.861843;1.;0.;1.;0.
80;49.073616;1.;0.;1.;0.
2;-30.087603;1.;0.;1.;0.
8;22.78326;1.;0.;1.;0.
207;165.13249;1.;0.;1.;0.
253;236.90201;1.;0.;1.;0.
217;221.04321;1.;0.;1.;0.
26;140.45438;1.;0.;1.;0.
149;140.05602;1.;0.;1.;0.
342;289.33276;1.;0.;1.;0.
152;175.8278;1.;0.;1.;0.
106;124.92288;1.;0.;1.;0.
296;270.5169;1.;0.;1.;0.
3;-62.430676;1.;0.;1.;0.
18;-0.15672207;1.;0.;1.;0.
436;435.46387;1.;0.;1.;0.
130;172.66997;1.;0.;1.;0.
237;249.88945;1.;0.;1.;0.
39;30.979914;1.;0.;1.;0.
508;605.1122;1.;0.;1.;0.
123;124.60227;1.;0.;1.;0.
96;170.5662;1.;0.;1.;0.
632;573.30316;1.;0.;1.;0.
119;115.89335;1.;0.;1.;0.
457;482.88052;1.;0.;1.;0.
334;276.12177;1.;0.;1.;0.
174;145.54425;1.;0.;1.;0.
229;405.2118;1.;0.;1.;0.
238;318.11047;1.;0.;1.;0.
144;179.97131;1.;0.;1.;0.
298;266.5462;1.;0.;1.;0.
131;153.03941;1.;0.;1.;0.
48;100.00382;1.;0.;1.;0.
161;164.74603;1.;0.;1.;0.
37;56.94088;1.;0.;1.;0.
75;138.09883;1.;0.;1.;0.
93;155.04854;1.;0.;1.;0.
171;202.16496;1.;0.;1.;0.
398;337.59863;1.;0.;1.;0.
5;34.45751;1.;0.;1.;0.
10;7.7833242;1.;0.;1.;0.
13;-7.096395;1.;0.;1.;0.
90;86.51722;1.;0.;1.;0.
20;27.04601;1.;0.;1.;0.
5;0.06129074;1.;0.;1.;0.
336;334.49683;1.;0.;1.;0.
6;1.3873402;1.;0.;1.;0.
220;168.29207;1.;0.;1.;0.
157;167.03632;1.;0.;1.;0.
32;84.22044;1.;0.;1.;0.
83;66.380585;1.;0.;1.;0.
125;270.05853;1.;0.;1.;0.
145;185.6109;1.;0.;1.;0.
580;572.2809;1.;0.;1.;0.
251;287.32642;1.;0.;1.;0.
353;133.58307;1.;0.;1.;0.
140;163.67953;1.;0.;1.;0.
175;202.22571;1.;0.;1.;0.
858;833.31384;1.;0.;1.;0.
17;-18.584957;1.;0.;1.;0.
576;604.5748;1.;0.;1.;0.
239;192.3621;1.;0.;1.;0.
16;6.547294;1.;0.;1.;0.
201;189.43057;1.;0.;1.;0.
30;21.918913;1.;0.;1.;0.
306;293.78436;1.;0.;1.;0.
167;185.48778;1.;0.;1.;0.
501;447.30698;1.;0.;1.;0.
81;230.49367;1.;0.;1.;0.
10;-19.408916;1.;0.;1.;0.
705;657.4249;1.;0.;1.;0.
7;-2.3502054;1.;0.;1.;0.
138;88.62948;1.;0.;1.;0.
117;129.83432;1.;0.;1.;0.
82;66.586044;1.;0.;1.;0.
376;335.87857;1.;0.;1.;0.
259;222.46907;1.;0.;1.;0.
313;324.86078;1.;0.;1.;0.
582;508.74954;1.;0.;1.;0.
27;60.785446;1.;0.;1.;0.
12;42.777096;1.;0.;1.;0.
365;342.17865;1.;0.;1.;0.
119;158.36314;1.;0.;1.;0.
140;179.65102;1.;0.;1.;0.
623;630.5017;1.;0.;1.;0.
10;-16.356758;1.;0.;1.;0.
440;540.85693;1.;0.;1.;0.
326;325.5917;1.;0.;1.;0.
281;260.43005;1.;0.;1.;0.
42;85.16533;1.;0.;1.;0.
170;284.6887;1.;0.;1.;0.
36;70.241974;1.;0.;1.;0.
359;412.64804;1.;0.;1.;0.
374;297.2791;1.;0.;1.;0.
101;85.99758;1.;0.;1.;0.
10;8.473236;1.;0.;1.;0.
2;-16.138126;1.;0.;1.;0.
46;17.915792;1.;0.;1.;0.
419;508.3884;1.;0.;1.;0.
74;110.8485;1.;0.;1.;0.
279;275.23236;1.;0.;1.;0.
16;5.7001677;1.;0.;1.;0.
2;-12.245019;1.;0.;1.;0.
104;116.4692;1.;0.;1.;0.
56;8.554559;1.;0.;1.;0.
276;244.68169;1.;0.;1.;0.
204;211.05092;1.;0.;1.;0.
86;49.781395;1.;0.;1.;0.
45;68.71368;1.;0.;1.;0.
293;411.20636;1.;0.;1.;0.
139;156.64684;1.;0.;1.;0.
235;225.19664;1.;0.;1.;0.
56;47.74403;1.;0.;1.;0.
482;442.31573;1.;0.;1.;0.
6;-8.970662;1.;0.;1.;0.
241;168.68156;1.;0.;1.;0.
10;1.7317036;1.;0.;1.;0.
133;148.23314;1.;0.;1.;0.
176;146.02567;1.;0.;1.;0.
167;184.9001;1.;0.;1.;0.
16;73.99222;1.;0.;1.;0.
19;55.395138;1.;0.;1.;0.
130;233.33554;1.;0.;1.;0.
6;31.010008;1.;0.;1.;0.
519;462.39438;1.;0.;1.;0.
411;529.71436;1.;0.;1.;0.
193;365.66885;1.;0.;1.;0.
175;96.5026;1.;0.;1.;0.
317;339.75888;1.;0.;1.;0.
17;39.386005;1.;0.;1.;0.
267;260.8261;1.;0.;1.;0.
10;7.644079;1.;0.;1.;0.
4;12.419081;1.;0.;1.;0.
142;172.45993;1.;0.;1.;0.
6;1.1475356;1.;0.;1.;0.
427;341.88278;1.;0.;1.;0.
236;272.4201;1.;0.;1.;0.
308;323.1844;1.;0.;1.;0.
15;9.332625;1.;0.;1.;0.
70;58.204475;1.;0.;1.;0.
228;207.62273;1.;0.;1.;0.
108;107.00384;1.;0.;1.;0.
221;230.781;1.;0.;1.;0.
7;-15.71851;1.;0.;1.;0.
431;362.08832;1.;0.;1.;0.
267;302.76636;1.;0.;1.;0.
14;42.087936;1.;0.;1.;0.
1;2.8347883;1.;0.;1.;0.
6;-6.562107;1.;0.;1.;0.
133;71.034706;1.;0.;1.;0.
159;232.13667;1.;0.;1.;0.
281;287.1466;1.;0.;1.;0.
14;-3.174442;1.;0.;1.;0.
301;251.26797;1.;0.;1.;0.
24;27.530798;1.;0.;1.;0.
447;515.01935;1.;0.;1.;0.
386;429.42758;1.;0.;1.;0.
370;396.13553;1.;0.;1.;0.
237;202.43681;1.;0.;1.;0.
408;390.42072;1.;0.;1.;0.
142;189.33168;1.;0.;1.;0.
106;65.64669;1.;0.;1.;0.
208;287.0479;1.;0.;1.;0.
6;23.425581;1.;0.;1.;0.
116;143.5442;1.;0.;1.;0.
4;5.129961;1.;0.;1.;0.
198;231.58708;1.;0.;1.;0.
147;181.76566;1.;0.;1.;0.
108;87.798805;1.;0.;1.;0.
365;311.0189;1.;0.;1.;0.
70;35.71948;1.;0.;1.;0.
341;242.90337;1.;0.;1.;0.
36;48.163208;1.;0.;1.;0.
3;-39.74668;1.;0.;1.;0.
344;198.6136;1.;0.;1.;0.
5;10.110216;1.;0.;1.;0.
31;20.645744;1.;0.;1.;0.
198;163.6903;1.;0.;1.;0.
213;209.2508;1.;0.;1.;0.
232;243.20724;1.;0.;1.;0.
214;184.38173;1.;0.;1.;0.
577;556.1025;1.;0.;1.;0.
388;390.28802;1.;0.;1.;0.
112;114.340836;1.;0.;1.;0.
28;48.834267;1.;0.;1.;0.
1;-11.1939945;1.;0.;1.;0.
217;256.22415;1.;0.;1.;0.
9;16.752035;1.;0.;1.;0.
723;597.6679;1.;0.;1.;0.
291;251.23332;1.;0.;1.;0.
216;318.61005;1.;0.;1.;0.
93;160.63431;1.;0.;1.;0.
3;17.707294;1.;0.;1.;0.
328;436.68726;1.;0.;1.;0.
287;289.057;1.;0.;1.;0.
